ï»¿Quality	#1 ID	#2 ID	#1 String	#2 String
1	1603953	1603866	The results will be published the July 10 issue of the journal Nature .	The results appear in Thursday â s issue of the journal Nature .
1	2573271	2573289	The Opposition Leader , Simon Crean , said John Howard had been forced to make changes by the incompetence of his ministers .	The Leader of the Opposition , Simon Crean , said from Jakarta that the reshuffle had been forced by ministerial incompetence .
1	62712	62605	In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .	Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .
0	1515667	1515844	The airline says only Robert Milton is taking a 15-per-cent reduction in pay .	The airline 's pilots , for example , are taking a 15-per-cent cut .
1	577830	578527	The WHIMS study found that combination hormone therapy doubled the risk for probable dementia in women 65 and older and did not prevent mild cognitive impairment .	One study found that combination therapy doubled the risk of probable dementia and did not prevent less-severe mental decline .
0	1013629	1013779	The broader Standard & Poor 's 500 Index gained 16.02 points , or 1.62 percent , at 1,004.63 .	The technology-laced Nasdaq Composite Index added 28.73 points , or 1.77 percent , at 1,655.22 .
1	1793282	1793115	Researchers found that people 65 and older who had fish once a week had a 60 % lower risk of Alzheimer 's than those who never or rarely ate fish .	Older people who eat fish at least once a week could cut their risk of Alzheimer 's by more than half , a study suggests .
0	2661773	2661839	The product also features an updated release of the Apache Web server , as well as Apache Tomcat and Apache Axis .	Panther Server also includes an updated release of Apache , along with Apache Tomcat and Apache Axis for creating powerful web services .
1	2796978	2797024	<QUOTE> APEC leaders are painfully aware that security and prosperity are inseparable , <QUOTE> Thai Prime Minister Thaksin Shinawatra told business leaders .	<QUOTE> APEC leaders are painfully aware that security and prosperity are inseparable , <QUOTE> Thaksin said .
1	1958219	1958344	Clayton 's shares were also suspended from trading on the New York Stock Exchange .	Clayton Homes ' stock ceased trading on the New York Stock Exchange after Wednesday 's close .
1	3349925	3349953	The cleanup , including new carpeting , electrical wiring and bathrooms , cost about $ 130 million .	The $ 130 million cleanup included new carpet , electrical wiring and bathrooms .
1	1551928	1551941	Three such vigilante-style attacks forced the hacker organiser , who identified himself only as <QUOTE> Eleonora67 ] , <QUOTE> to extend the contest until 8am ( AEST ) today .	Three such vigilante-style attacks forced the hacker organizer , who identified himself only as <QUOTE> Eleonora67 , <QUOTE> to extend the contest until 6 p.m. EDT Sunday .
0	774305	774531	They said many had been beaten , and police officers also stormed private wards at the hospital and harassed patients .	They said the police officers also entered various private wards at the clinic and attacked patients .
1	1369889	1369743	US authorities blame Al Qaeda for the attacks , which killed 231 people , including 12 Americans .	U.S. authorities blame Osama bin Laden 's al-Qaida network for the attacks , which killed 231 people , including 12 Americans .
0	2413943	2414227	Standing with reporters and photographers about 150 yards from the prison gates was Brent Newbury , president of the Rockland County Patrolmen 's Benevolent Association .	<QUOTE> The whole thing is a travesty , <QUOTE> fumed Brent Newbury , president of the Rockland County Patrolmen 's Benevolent Association .
1	703785	703995	Bremer said one initiative is to launch a US $ 70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects .	Bremer said he would launch a $ 70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects , but gave no details .
1	816836	816862	Earlier this year , the company announced a restatement of its 2002 , 2001 and 2000 financial results .	Earlier this year , the company said it would restate its 2000 , 2001 and 2002 financial results .
1	3254507	3254576	U.S. same-store sales last months at Tim Hortons rose 8.8 per cent .	Tim Hortons ' same-store sales in Canada rose by 6.7 per cent .
1	2486780	2486826	World economic leaders hailed signs of a global revival on Tuesday but agreed it had to be handled with care to prevent any setback .	DUBAI , SEPTEMBER 23 : The world economic leaders hailed on Tuesday signs of a global revival but agreed it had to be handled with care to prevent any setback .
0	2410247	2410058	Sterling was down 0.8 percent against the dollar at $ 1.5875 GBP = .	The dollar rose 0.15 percent against the Japanese currency to 115.97 yen .
1	881910	882010	Police said they believe Cruz knew of the girl through one of her former schoolmates - though neither the girl nor her family knew him .	Police said on Monday they believed Cruz knew of the fourth-grade girl through one of her former schoolmates , although neither the girl nor her family knew him .
1	1023571	1023460	Peck died peacefully at his Los Angeles home early Thursday with his wife of 48 years , Veronique , by his side .	Peck , who was 87 , died peacefully at his Los Angeles home last Thursday with his French-born wife of 48 years , Veronique , at his side .
0	709	140	Holden toured Northmoor , a small town in Platte County , Mo . , where between 25 and 30 homes were either damaged or destroyed .	Mr. Holden toured Northmoor , where between 25 and 30 homes were either damaged or destroyed and the town hall and police station also were damaged .
1	2122033	2121806	But in the end , all the worm did was visit a pornography site , said Vincent Weafer , a security director with Symantec Security Response in California .	But Vincent Weafer , security director with Symantec Security Response , said all the virus did was visit a pornography site .
1	1859329	1859352	While it was being called mandatory , Dupont said authorities were not forcing people from their homes .	It was called mandatory , but Dupont said authorities did not force people to leave .
1	21117	21294	Shares in Juniper Networks jumped more than 10 per cent on Monday after the networking equipment maker inked a sales and marketing deal with Lucent Technologies .	The stock of Juniper Networks Inc. rose sharply Monday after the Mountain View , Calif.-based network-equipment maker announced a distribution and development deal with Lucent Technologies Inc .
0	2565368	2565308	The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry .	U.S. District Judge Lee R. West ruled Tuesday in Oklahoma City that the FTC lacks authority to run the registry .
1	2029879	2029809	The report said the Corpus Christi-based agent twice called Escobar while the legislator was with the other protesting Democrats in Ardmore , Okla .	The report said the agent twice called state Rep. Juan Escobar while he was with the other protesting Democrats in Ardmore , Okla .
1	2886542	2886524	Yesterday , shares closed up 29 cents , or 0.54 percent , at $ 54.32 .	Amazon 's shares yesterday closed at $ 54.32 on the Nasdaq Stock Market , up 29 cents .
1	1570656	1570634	North American futures pointed to a sub-par start to trading on Tuesday , with investors ready to get their first taste of quarterly earnings .	North American stock markets got off to a slow start Tuesday , with investors ready to get their first taste of quarterly earnings .
1	1106299	1106238	President Bush and top officials in his administration cited the threat from Iraq 's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war .	President George Bush and top administration officials cited the threat from Iraq 's banned weapons programs as the main justification for war .
